PUBCHEM_RESULT_TAG,PUBCHEM_SID,PUBCHEM_CID,PUBCHEM_ACTIVITY_OUTCOME,PUBCHEM_ACTIVITY_SCORE,PUBCHEM_ACTIVITY_URL,PUBCHEM_ASSAYDATA_COMMENT,Phenotype,Potency,Efficacy,Activity_Score,fluc-Phenotype,fluc-Potency,fluc-Efficacy,fluc-Analysis Comment,fluc-Activity_Score,fluc-Curve_Description,fluc-Fit_LogAC50,fluc-Fit_HillSlope,fluc-Fit_R2,fluc-Fit_InfiniteActivity,fluc-Fit_ZeroActivity,fluc-Fit_CurveClass,fluc-Excluded_Points,fluc-Max_Response,fluc-Activity at 0.0009730000 uM,fluc-Activity at 0.00292 uM,fluc-Activity at 0.00876 uM,fluc-Activity at 0.026 uM,fluc-Activity at 0.079 uM,fluc-Activity at 0.237 uM,fluc-Activity at 0.710 uM,fluc-Activity at 2.130 uM,fluc-Activity at 6.390 uM,fluc-Activity at 19.20 uM,fluc-Activity at 57.50 uM,nluc-Phenotype,nluc-Potency,nluc-Efficacy,nluc-Analysis Comment,nluc-Activity_Score,nluc-Curve_Description,nluc-Fit_LogAC50,nluc-Fit_HillSlope,nluc-Fit_R2,nluc-Fit_InfiniteActivity,nluc-Fit_ZeroActivity,nluc-Fit_CurveClass,nluc-Excluded_Points,nluc-Max_Response,nluc-Activity at 0.0009730000 uM,nluc-Activity at 0.00292 uM,nluc-Activity at 0.00876 uM,nluc-Activity at 0.026 uM,nluc-Activity at 0.079 uM,nluc-Activity at 0.237 uM,nluc-Activity at 0.710 uM,nluc-Activity at 2.130 uM,nluc-Activity at 6.390 uM,nluc-Activity at 19.20 uM,nluc-Activity at 57.50 uM
113,24272227,3627577,Active,49,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00098529-01/229331184,,Inhibitor,16.4885,-72.54,49,Inhibitor,13.669,56.9418,,21,Partial curve; partial efficacy,-4.8643,2.2526,0.8757,-59.5941,-2.6523,-2.2,0 0 0 0 0 0 0 0 0 0 0,-57.9316,-12.1771,0,-3.9045,-12.6695,0.1117,-6.7338,13.5916,0.4403,-13.1064,-40.2986,-57.9316,Inhibitor,19.3079,93.391,,41,Partial curve; high efficacy,-4.7143,2.4729,0.8762,-91.7929,1.5981,-2.1,0 0 0 0 0 0 0 0 0 0 0,-87.1484,-12.8977,5.5768,16.0168,-1.1073,-2.984,-15.1153,5.9514,19.3944,-9.143,-41.4147,-87.1484
114,24391915,16014344,Active,49,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00117336-01/229331447,,Inhibitor,16.4885,-142.145,49,Inhibitor,19.3079,158.495,,42,Partial curve; high efficacy,-4.7143,0.9,0.8955,-156.272,2.2232,-2.1,0 0 0 0 0 0 0 0 0 0 0,-117.875,-12.5922,30.3385,0,6.6166,-3.719,5.7291,-30.0702,-9.0329,-41.0293,-71.3558,-117.875,Inhibitor,13.669,218.625,,44,Partial curve; high efficacy,-4.8643,1,0.9317,-208.685,9.9407,-2.1,0 0 0 0 0 0 0 0 0 0 0,-166.415,-4.8936,24.6928,0,19.9088,0,32.3978,-33.0586,-4.1001,-65.141,-116.127,-166.415
115,24397355,16019339,Active,49,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00122776-01/229331341,,Inhibitor,16.4885,-92.9635,49,Inhibitor,13.669,95.3056,,42,Partial curve; high efficacy,-4.8643,1.9282,0.9261,-92.7168,2.5888,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.3018,4.7617,0,-13.4188,15.2485,-11.5958,9.6619,10.0265,5.0008,-16.6595,-58.6227,-88.3018,Inhibitor,19.3079,117.116,,41,Partial curve; high efficacy,-4.7143,1.2475,0.9378,-116.564,0.5513,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.6252,12.639,0,-8.5637,0,-2.9183,8.0695,-10.4937,0,-31.4718,-47.1787,-97.6252
116,24409507,7424263,Active,49,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00134124-01/229331300,,Inhibitor,16.4885,-70.8959,49,Inhibitor,19.3079,66.7898,,21,Partial curve; partial efficacy,-4.7143,1.111,0.7839,-63.1127,3.677,-2.2,0 0 0 0 0 0 0 0 0 0 0,-47.889,0,0,5.1352,2.8019,-7.3301,28.5708,-2.2453,-5.0413,-9.963,-29.6354,-47.889,Inhibitor,13.669,110.197,,42,Partial curve; high efficacy,-4.8643,1.21,0.9817,-111.557,-1.3593,-2.1,0 0 0 0 0 0 0 0 0 0 0,-93.9028,0,-1.8287,0,-12.4422,1.6815,4.6897,-4.0538,-14.4732,-32.266,-68.7148,-93.9028
117,24266869,15987523,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103172-01/229331539,,Inhibitor,17.2082,-119.429,47,Inhibitor,17.2082,97.8793,,41,Partial curve; high efficacy,-4.7643,2.5334,0.9711,-97.3598,0.5195,-2.1,0 0 0 0 0 0 0 0 0 0 0,-92.1968,0,-3.9191,-5.4068,0,11.6986,-2.4749,-4.4214,8.4283,-7.5971,-56.0594,-92.1968,Inhibitor,17.2082,144.567,,42,Partial curve; high efficacy,-4.7643,2.2526,0.9585,-155.754,-11.1864,-2.1,0 0 0 0 0 0 0 0 0 0 0,-146.661,0,-24.7911,2.4908,-12.1036,1.1975,-18.9817,-24.4328,-11.3299,-25.0922,-93.0904,-146.661
118,24270266,15989753,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00106921-01/229331655,,Inhibitor,17.2082,-84.9878,47,Inhibitor,17.2082,66.8004,,41,Partial curve; partial efficacy,-4.7643,4.4495,0.8183,-65.2503,1.5501,-2.2,0 0 0 0 0 0 0 0 0 0 0,-66.4169,5.3284,-18.0417,-10.5599,2.8011,-3.7878,0,0,18.0822,16.7621,-37.8235,-66.4169,Inhibitor,17.2082,102.811,,41,Partial curve; high efficacy,-4.7643,4.9549,0.901,-105.63,-2.8187,-2.1,0 0 0 0 0 0 0 0 0 0 0,-103.559,0,-33.5833,-8.8838,0.2657,9.1897,0,-4.6371,3.692,7.3975,-70.7138,-103.559
119,24276195,2946500,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00102497-01/229331030,,Inhibitor,17.2082,-72.0884,47,Inhibitor,17.2082,67.5688,,21,Partial curve; partial efficacy,-4.7643,4.4495,0.9,-54.5821,12.9866,-2.2,0 0 0 0 0 0 0 0 0 0 0,-55.8795,10.7957,15.5463,1.348,4.5046,21.5851,6.211,9.9827,23.8532,22.5827,-26.8812,-55.8795,Inhibitor,17.2082,91.4881,,41,Partial curve; high efficacy,-4.7643,4.9549,0.7808,-86.0624,5.4257,-2.1,0 0 0 0 0 0 0 0 0 0 0,-88.2972,3.4457,-0.879,-20.1437,0,0.9487,22.7942,-16.5525,32.2737,25.6198,-48.6982,-88.2972
120,24385846,16009427,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00111267-01/229331267,,Inhibitor,17.2082,-61.5748,47,Inhibitor,17.2082,53.1801,,21,Partial curve; partial efficacy,-4.7643,4.9549,0.8926,-51.5409,1.6392,-2.2,0 0 0 0 0 0 0 0 0 0 0,-50.7514,10.5548,1.3551,2.7753,1.8476,-1.8106,-6.6532,-7.8148,0,12.8564,-33.6356,-50.7514,Inhibitor,17.2082,74.5029,,41,Partial curve; partial efficacy,-4.7643,3.99,0.9714,-73.69,0.8128,-2.2,1 0 0 0 0 0 0 0 0 0 0,-72.3982,21.1335,0,4.5559,9.4734,-3.2057,-7.2133,1.4957,0,1.7938,-45.9792,-72.3982
121,24390386,16013391,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00115807-01/229331060,,Inhibitor,17.2082,-148.993,47,Inhibitor,17.2082,125.264,,42,Partial curve; high efficacy,-4.7643,3.9295,0.9219,-123.177,2.0874,-2.1,0 0 0 0 0 0 0 0 0 0 0,-122.2,3.6739,10.055,16.7622,-12.4225,-22.3904,16.9594,-8.5813,7.128,3.6571,-73.294,-122.2,Inhibitor,17.2082,187.32,,42,Partial curve; high efficacy,-4.7643,3.0654,0.9651,-180.878,6.4425,-2.1,0 0 0 0 0 0 0 0 0 0 0,-175.786,0,6.0053,6.3259,7.3684,0.0684,38.9649,-6.5485,0,0,-104.949,-175.786
122,24396282,16018335,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121703-01/229331199,,Inhibitor,17.2082,-138.691,47,Inhibitor,17.2082,117.241,,41,Partial curve; high efficacy,-4.7643,4.9549,0.891,-106.792,10.4489,-2.1,0 0 0 0 0 0 0 0 0 0 0,-107.652,8.4958,-11.5295,0.7208,8.3958,17.4546,7.0808,22.8412,0,41.617,-61.8106,-107.652,Inhibitor,17.2082,181.014,,42,Partial curve; high efficacy,-4.7643,4.9549,0.9669,-172.107,8.9068,-2.1,0 0 0 0 0 0 0 0 0 0 0,-169.731,1.2669,-4.1046,7.0583,0,28.1985,0,25.4729,2.5237,21.8216,-109.102,-169.731
123,24400252,16021879,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00124869-01/229331008,,Inhibitor,17.2082,-125.852,47,Inhibitor,17.2082,103.579,,41,Partial curve; high efficacy,-4.7643,3.99,0.8937,-102.395,1.1839,-2.1,0 0 0 0 0 0 0 0 0 0 0,-102.806,0,15.582,3.1619,0,2.6905,0,-30.825,11.5839,7.3393,-59.5084,-102.806,Inhibitor,17.2082,149.913,,42,Partial curve; high efficacy,-4.7643,2.4729,0.9365,-155.448,-5.5351,-2.1,1 0 0 0 0 0 0 0 0 0 0,-148.897,36.3036,-11.5954,0,0,0,4.071,-37.7368,9.2499,-18.282,-89.6988,-148.897
124,24409937,16031009,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00134554-01/229331226,,Inhibitor,17.2082,-137.818,47,Inhibitor,17.2082,134.934,,42,Partial curve; high efficacy,-4.7643,1.7529,0.9683,-134.265,0.6688,-2.1,0 0 0 0 0 0 0 0 0 0 0,-119.666,-7.5732,-10.9098,0,14.086,-0.9624,0,1.0397,8.8099,-21.9035,-72.9209,-119.666,Inhibitor,17.2082,170.42,,42,Partial curve; high efficacy,-4.7643,1.8617,0.9466,-171.255,-0.8345,-2.1,0 0 0 0 0 0 0 0 0 0 0,-155.97,6.5324,-34.2608,4.1286,10.938,-0.6234,0,-0.5141,5.4169,-30.6668,-92.3886,-155.97
125,24410904,4070447,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00135521-01/229331047,,Inhibitor,17.2082,-137.076,47,Inhibitor,17.2082,120.786,,42,Partial curve; high efficacy,-4.7643,4.4495,0.9648,-113.674,7.1116,-2.1,0 0 0 0 0 0 0 0 0 0 0,-111.445,17.8563,6.5656,0,0,0,17.7535,1.6802,1.2706,17.8059,-70.1165,-111.445,Inhibitor,17.2082,170.981,,42,Partial curve; high efficacy,-4.7643,4.4495,0.9018,-161.485,9.4961,-2.1,0 0 0 0 0 0 0 0 0 0 0,-162.708,21.2521,-12.9979,-12.6601,4.0117,0,48.3169,-8.5788,8.9876,29.6631,-94.1316,-162.708
126,24416416,2037544,Active,47,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00141033-01/229331429,,Inhibitor,17.2082,-94.493,47,Inhibitor,17.2082,84.3082,,41,Partial curve; high efficacy,-4.7643,4.9549,0.8701,-71.9163,12.3919,-2.1,1 0 0 0 0 0 0 0 0 0 0,-69.8078,-15.0087,-0.8477,0,14.9667,3.9905,37.9478,20.0258,6.2212,17.1954,-44.473,-69.8078,Inhibitor,17.2082,134.446,,42,Partial curve; high efficacy,-4.7643,3.99,0.9323,-122.761,11.6843,-2.1,1 0 0 0 0 0 0 0 0 0 0,-119.178,-23.5345,1.4552,0,14.8081,0,36.6127,21.2363,-1.6142,20.5491,-75.1604,-119.178
127,24267816,15987888,Active,46,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00104471-01/229331092,,Inhibitor,17.3224,-128.007,46,Inhibitor,15.3368,117.554,,42,Partial curve; high efficacy,-4.8143,4.045,0.9209,-101.264,16.2899,-2.1,0 0 0 0 0 0 0 0 0 0 0,-102.898,9.9254,0.1468,23.8288,8.3648,23.8737,8.0614,45.1919,8.2825,16.1523,-65.1315,-102.898,Inhibitor,19.3079,164.843,,42,Partial curve; high efficacy,-4.7143,3.9295,0.8938,-152.56,12.2823,-2.1,0 0 0 0 0 0 0 0 0 0 0,-153.115,34.334,-16.297,-10.2604,24.5307,2.8512,5.0264,35.8429,0,31.5421,-64.7273,-153.115
128,24383616,16007454,Active,46,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00109037-01/229331026,,Inhibitor,17.3224,-106.415,46,Inhibitor,19.3079,121.957,,41,Partial curve; high efficacy,-4.7143,1.4781,0.9038,-116.169,5.7877,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.8795,12.3964,-1.6683,-4.0582,30.7365,6.1125,-12.1268,2.6366,5.3083,-17.5661,-50.8093,-97.8795,Inhibitor,15.3368,117.155,,42,Partial curve; high efficacy,-4.8143,2.1211,0.777,-120.867,-3.7119,-2.1,0 0 0 0 0 0 0 0 0 0 0,-114.951,0,-32.8325,-6.4391,33.524,-0.541,-40.143,11.1827,8.5728,-23.5493,-74.0351,-114.951
129,24391721,16014182,Active,46,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00117142-01/229331404,,Inhibitor,17.3224,-131.638,46,Inhibitor,15.3368,138.084,,42,Partial curve; high efficacy,-4.8143,1,0.9323,-138.084,0,-2.1,0 0 0 0 0 0 0 0 0 0 0,-108.557,10.5661,-17.0169,4.1424,-12.5297,13.5839,0,-1.4358,-27.5513,-31.1197,-80.8603,-108.557,Inhibitor,19.3079,169.095,,42,Partial curve; high efficacy,-4.7143,1.9887,0.9173,-172.666,-3.5713,-2.1,0 0 0 0 0 0 0 0 0 0 0,-154.719,0,-26.8861,0.5857,-19.4549,23.8464,17.986,-13.531,-13.8024,-17.4304,-89.3005,-154.719
130,24266867,15987522,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103170-01/229331297,,Inhibitor,18.2581,-100.574,43,Inhibitor,17.2082,81.3692,,41,Partial curve; high efficacy,-4.7643,4.9549,0.8917,-69.3372,12.032,-2.1,0 0 0 0 0 0 0 0 0 0 0,-70.3144,20.5239,9.124,0,19.9643,3.0179,7.4577,0,18.9547,29.9523,-37.6868,-70.3144,Inhibitor,19.3079,145.143,,41,Partial curve; high efficacy,-4.7143,3.99,0.9178,-129.899,15.244,-2.1,1 0 0 0 0 0 0 0 0 0 0,-130.833,27.3857,5.7278,0,22.1194,9.758,0,4.2737,36.4613,38.5448,-51.0147,-130.833
131,24267290,4187113,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103945-01/229331534,,Inhibitor,18.2581,-89.4886,43,Inhibitor,19.3079,78.9892,,41,Partial curve; partial efficacy,-4.7143,2.3031,0.8612,-77.2466,1.7426,-2.2,1 0 0 0 0 0 0 0 0 0 0,-70.9377,21.1288,0,26.6362,0.1511,0,-3.0005,-13.3783,0,-3.0323,-37.9081,-70.9377,Inhibitor,17.2082,121.169,,41,Partial curve; high efficacy,-4.7643,2.5334,0.8904,-113.397,7.772,-2.1,1 0 0 0 0 0 0 0 0 0 0,-108.039,57.5837,0,33.2693,4.9111,0,-13.588,29.7438,0,-1.3938,-60.2127,-108.039
132,24271514,15990787,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108169-01/229331626,,Inhibitor,18.2581,-115.03,43,Inhibitor,17.2082,118.869,,41,Partial curve; high efficacy,-4.7643,0.9,0.9533,-108.226,10.6427,-2.1,0 0 0 0 0 0 0 0 0 0 0,-81.7421,14.5639,4.2441,13.1745,3.807,17.4747,19.6168,-8.5027,-4.5237,-22.0057,-51.4272,-81.7421,Inhibitor,19.3079,211.491,,42,Partial curve; high efficacy,-4.7143,1.01,0.9049,-197.13,14.3611,-2.1,1 0 0 0 0 0 0 0 0 0 0,-148.318,40.9779,-6.7297,43.1629,42.1518,0,0,-12.968,8.0606,-40.4895,-92.2837,-148.318
133,24276166,2913507,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00102468-01/229331093,,Inhibitor,18.2581,-134.989,43,Inhibitor,19.3079,114.646,,41,Partial curve; high efficacy,-4.7143,2.5334,0.9618,-115.263,-0.6171,-2.1,1 0 0 0 0 0 0 0 0 0 0,-107.924,24.3559,0,-10.888,-1.8522,-9.7241,15.5031,-0.9985,3.338,-8.4891,-57.9494,-107.924,Inhibitor,17.2082,190.377,,42,Partial curve; high efficacy,-4.7643,1.9887,0.9402,-178.112,12.2648,-2.1,0 0 0 0 0 0 0 0 0 0 0,-162.054,0,14.2722,31.3638,-9.658,0,42.3594,6.2224,15.5242,-14.2781,-92.514,-162.054
134,24393211,16015481,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00118632-01/229331011,,Inhibitor,18.2581,-110.376,43,Inhibitor,19.3079,82.9907,,41,Partial curve; high efficacy,-4.7143,3.9295,0.8784,-88.0595,-5.0688,-2.1,0 0 0 0 0 0 0 0 0 0 0,-85.329,-1.9771,0,-30.4644,5.3594,-7.4735,-8.1511,-8.1747,2.2814,3.0199,-49.8616,-85.329,Inhibitor,17.2082,135.684,,42,Partial curve; high efficacy,-4.7643,3.99,0.848,-134.068,1.6158,-2.1,0 0 0 0 0 0 0 0 0 0 0,-135.423,16.9471,0,-44.7773,26.1553,-3.2239,1.7378,-13.8539,17.0522,13.5982,-78.155,-135.423
135,24394901,16017042,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00120322-01/229331478,,Inhibitor,18.2581,-90.5317,43,Inhibitor,17.2082,72.6422,,41,Partial curve; partial efficacy,-4.7643,3.5722,0.872,-70.9832,1.659,-2.2,0 0 1 0 0 0 0 0 0 0 0,-71.1035,0,-7.5397,34.264,-2.2373,-4.7294,0,-2.1651,27.3067,0.6986,-39.5322,-71.1035,Inhibitor,19.3079,109.202,,41,Partial curve; high efficacy,-4.7143,2.7868,0.7639,-116.312,-7.1092,-2.1,0 0 0 0 0 0 0 0 0 0 0,-109.96,-6.2788,-41.0474,0,-31.6997,0,2.3164,-7.2559,32.2248,-13.7939,-63.12,-109.96
136,24396354,16018406,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00121775-01/229331517,,Inhibitor,18.2581,-48.7517,43,Inhibitor,19.3079,53.5629,,21,Partial curve; partial efficacy,-4.7143,3.9295,0.7751,-47.5629,6,-2.2,0 0 0 0 0 0 0 0 0 0 0,-47.1824,18.552,0,-6.7131,23.3774,9.1115,4.0505,0,-4.9509,10.6388,-20.4306,-47.1824,Inhibitor,17.2082,49.9825,,21,Partial curve; partial efficacy,-4.7643,4.4495,0.8198,-50.8467,-0.8642,-2.2,0 0 0 0 0 0 0 0 0 0 0,-50.321,0,-10.5066,-3.5866,8.1093,0,8.321,-17.9431,-0.3905,5.8674,-32.0898,-50.321
137,24398654,16020346,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00108820-01/229331046,,Inhibitor,18.2581,-99.6325,43,Inhibitor,17.2082,70.3088,,41,Partial curve; partial efficacy,-4.7643,2.4064,0.7892,-77.9574,-7.6486,-2.2,0 0 0 0 0 0 0 0 0 0 0,-72.8812,3.6052,-15.5129,0.8913,-0.3495,-31.5745,-23.2433,1.7156,0,-10.4441,-50.522,-72.8812,Inhibitor,19.3079,122.718,,41,Partial curve; high efficacy,-4.7143,2.3332,0.8603,-134.978,-12.2597,-2.1,0 0 0 0 0 0 0 0 0 0 0,-126.384,-15.058,-43.3175,9.8347,-8.5468,-7.2594,-30.7207,-2.5321,3.7399,-24.778,-72.443,-126.384
138,24414493,3640458,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00139110-01/229331337,,Inhibitor,18.2581,-143.991,43,Inhibitor,17.2082,121.056,,42,Partial curve; high efficacy,-4.7643,2.8473,0.9435,-119.636,1.42,-2.1,1 0 0 0 0 0 0 0 0 0 0,-117.446,20.6595,0,5.5815,-4.8154,0,0,-14.8297,24.5532,-6.3282,-65.0382,-117.446,Inhibitor,19.3079,183.089,,42,Partial curve; high efficacy,-4.7143,3.132,0.9644,-174.877,8.2116,-2.1,0 0 0 0 0 0 0 0 0 0 0,-170.537,8.1056,0.6808,34.7526,7.5052,0,0,-6.8122,15.8765,6.6147,-79.4949,-170.537
139,24416205,4099119,Active,43,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00140822-01/229331533,,Inhibitor,18.2581,-90.6907,43,Inhibitor,17.2082,75.5484,,41,Partial curve; partial efficacy,-4.7643,3.9295,0.8966,-75.9387,-0.3903,-2.2,0 0 0 0 0 0 0 0 0 0 0,-75.4062,3.5429,4.8555,13.4972,-5.357,10.3491,-11.7997,-12.2754,-8.8567,1.9609,-45.9114,-75.4062,Inhibitor,19.3079,102.636,,41,Partial curve; high efficacy,-4.7143,3.132,0.9253,-108.095,-5.459,-2.1,0 0 0 0 0 0 0 0 0 0 0,-105.975,-10.17,3.2057,1.6414,-5.0524,-1.8465,-29.5291,-8.8892,-2.5593,0,-55.2845,-105.975
140,24267298,2236586,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00103953-01/229331139,,Inhibitor,19.3079,-140.535,40,Inhibitor,19.3079,103.171,,41,Partial curve; high efficacy,-4.7143,3.0654,0.8962,-111.325,-8.1537,-2.1,0 0 0 0 0 0 0 0 0 0 0,-106.024,1.6109,0,-25.21,-0.4619,-20.7565,-20.664,-10.2622,10.4574,-9.4832,-62.2074,-106.024,Inhibitor,19.3079,191.13,,42,Partial curve; high efficacy,-4.7143,3.0654,0.9682,-180.648,10.4819,-2.1,0 0 0 0 0 0 0 0 0 0 0,-175.046,7.2125,0,21.3684,14.1979,0,10.7486,-3.8108,34.5917,1.9573,-82.3367,-175.046
141,24267793,2157004,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00104448-01/229331457,,Inhibitor,19.3079,-101.209,40,Inhibitor,19.3079,93.8174,,41,Partial curve; high efficacy,-4.7143,3.132,0.875,-85.9905,7.8269,-2.1,0 0 0 0 0 0 0 0 0 0 0,-84.2018,0,0,19.9027,1.0703,0,4.0509,2.6728,36.2114,4.3896,-35.9542,-84.2018,Inhibitor,19.3079,136.141,,41,Partial curve; high efficacy,-4.7143,1.9887,0.9512,-131.138,5.0031,-2.1,0 0 0 0 0 0 0 0 0 0 0,-118.216,-1.1844,6.8075,14.0515,-5.1814,0.0396,1.3512,-0.571,24.7306,-15.1988,-59.5747,-118.216
142,24271128,15990462,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00107783-01/229331559,,Inhibitor,19.3079,-101.737,40,Inhibitor,19.3079,102.385,,41,Partial curve; high efficacy,-4.7143,3.99,0.9617,-91.4947,10.8904,-2.1,0 0 0 0 0 0 0 0 0 0 0,-90.575,5.3475,9.1998,20.9724,8.6866,6.1598,13.421,8.5156,3.8967,24.0606,-42.288,-90.575,Inhibitor,19.3079,120.257,,41,Partial curve; high efficacy,-4.7143,3.132,0.9821,-116.511,3.7455,-2.1,0 0 0 0 0 0 0 0 0 0 0,-112.898,-1.2787,11.9505,6.6929,2.3661,0,4.8433,-4.2919,0,7.9147,-56.4293,-112.898
143,24276018,4413339,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00102320-01/229331611,,Inhibitor,19.3079,-136.764,40,Inhibitor,19.3079,125.318,,41,Partial curve; high efficacy,-4.7143,1.6924,0.9011,-114.151,11.1669,-2.1,0 0 0 0 0 0 0 0 0 0 0,-97.863,7.2831,17.3485,33.5118,-0.8886,28.911,0,0,-2.3997,-1.6232,-49.6802,-97.863,Inhibitor,19.3079,210.696,,42,Partial curve; high efficacy,-4.7143,1.7529,0.9506,-200.259,10.4372,-2.1,0 0 0 0 0 0 0 0 0 0 0,-175.666,0,33.078,17.6963,-16.3616,22.5045,24.7066,1.5065,-4.7748,-15.6397,-98.19,-175.666
144,24383670,16007501,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00109091-01/229331368,,Inhibitor,19.3079,-112.97,40,Inhibitor,19.3079,131.927,,41,Partial curve; high efficacy,-4.7143,1.9887,0.9721,-124.622,7.3053,-2.1,0 0 0 0 0 0 0 0 0 0 0,-111.668,4.8998,4.2996,0,1.338,14.2192,0,21.1549,10.2272,-8.0902,-57.648,-111.668,Inhibitor,19.3079,121.283,,41,Partial curve; high efficacy,-4.7143,3.5117,0.9503,-117.929,3.3538,-2.1,1 0 0 0 0 0 0 0 0 0 0,-114.273,34.5845,3.5596,0,-8.5636,3.9596,19.8804,-10.7578,7.2325,11.1347,-59.8905,-114.273
145,24386103,16009657,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00111524-01/229330972,,Inhibitor,19.3079,-106.927,40,Inhibitor,19.3079,103.747,,41,Partial curve; high efficacy,-4.7143,1.6924,0.9569,-99.1549,4.5922,-2.1,0 0 0 0 0 0 0 0 0 0 0,-86.978,8.2301,0,8.984,-3.0917,13.063,0,15.0705,-6.1107,-10.5893,-45.2774,-86.978,Inhibitor,19.3079,146.309,,41,Partial curve; high efficacy,-4.7143,2.3031,0.9242,-135.273,11.0355,-2.1,0 0 0 0 0 0 0 0 0 0 0,-126.876,9.3513,9.2981,2.0805,5.3045,22.382,0,42.9017,-4.681,0,-60.0115,-126.876
146,24387542,16010979,Active,40,http://assay.nih.gov/htsws/rest/display/cmt1a-syt-fu-manuscript-cr-C9F2sN/NCGC00112963-01/229331129,,Inhibitor,19.3079,-102.768,40,Inhibitor,19.3079,95.0983,,41,Partial curve; high efficacy,-4.7143,3.132,0.9047,-98.2764,-3.178,-2.1,0 0 0 0 0 0 0 0 0 0 0,-94.1344,0,11.8001,-25.2668,-5.6189,-12.643,0,0.1539,6.075,-5.8478,-52.7141,-94.1344,Inhibitor,19.3079,109.221,,41,Partial curve; high efficacy,-4.7143,3.0654,0.8967,-114.297,-5.0768,-2.1,0 0 0 0 0 0 0 0 0 0 0,-111.401,0,-16.5065,-27.6796,7.46,-12.7676,-6.8461,0,15.5197,-7.5447,-57.5855,-111.401
